States,NumberofQuestion
13.0,6.0
13.0,6.0
13.0,6.0
13.0,8.0
13.0,6.0
13.0,10.0
13.0,6.0
13.0,8.0
13.0,11.0
13.0,5.0
13.0,5.0
13.0,8.0
13.0,6.0
13.0,8.0
13.0,6.0
13.0,5.0
13.0,8.0
13.0,7.0
13.0,6.0
13.0,7.0
13.0,5.0
13.0,11.0
13.0,6.0
13.0,6.0
13.0,5.0
13.0,9.0
13.0,5.0
13.0,6.0
13.0,9.0
13.0,8.0
